"folioSalida","condicionDePago","medioEmbarque","moneda","cantidadTotal","promedioDescuento","totalImporte","totalDescuento","totalImpuesto","total","pctDescuentoGlobal","numArticulos","numPartidas"
"A021194",,,"P",36,0,10708.38,0,1606.26,12314.64,,1,1
"A021195",,,"P",200,0,5559.64,0,833.95,6393.59,,1,1
"A021196",,,"P",50,0,2713.28,0,406.99,3120.27,,1,1
"A021197",,,"P",200,0,12355.93,0,1853.39,14209.32,,1,1
"A021198",,,"P",3,0,1850,0,277.5,2127.5,,3,3
"A021199",,,"P",1,0,200,0,30,230,,1,1
"A021200",,,"P",36,0,10708.38,0,1606.26,12314.64,,1,1
"A021201",,,"P",4,0,471.18,0,0,471.18,,4,4
"A021202",,,"P",3,0,2900,0,435,3335,,3,3
"A021203",,,"P",1,0,800,0,120,920,,1,1
"A021204",,,"P",1,0,74.88,0,11.23,86.11,,1,1
"A021205",,,"P",1,0,150,0,22.5,172.5,,1,1
"A021206",,,"P",18,0,449.43,0,67.41,516.84,,1,1
"A021207",,,"P",26,0,2600,0,390,2990,,1,1
"A021208",,,"P",16,0,800.73,0,120.11,920.84,,2,2
"A021209",,,"P",50,0,1102.5,0,165.38,1267.88,,1,1
"A021210",,,"P",3,0,2600,0,390,2990,,2,2
"A021211",,,"P",5,0,1750,0,262.5,2012.5,,1,1
"A021212",,,"P",4,0,2150,0,322.5,2472.5,,4,4
"A021213",,,"P",2,0,200,0,30,230,,1,1
"A021214",,,"P",3,0,1320,0,198,1518,,3,3
"A021215",,,"P",5,0,39.01,0,5.84,44.85,,3,3
"A021216",,,"P",6,0,905.8,0,135.87,1041.67,,1,1
"A021217",,,"P",4,0,120,0,18,138,,1,1
"A021218",,,"P",200,0,10670.4,0,1600.56,12270.96,,1,1
"A021219",,,"P",14,0,11283.59,0,1692.54,12976.13,,1,1
"A021220",,,"P",1,0,725.1,0,0,725.1,,1,1
"A021221",,,"P",2,0,560,0,84,644,,2,2
"A021222",,,"P",1,0,280,0,42,322,,1,1
"A021223",,,"P",1,0,1300,0,195,1495,,1,1
"A021224",,,"P",20,0,2913.42,0,437.01,3350.43,,1,1
"A021225",,,"P",4,0,4280,0,642,4922,,4,4
"A021226",,,"P",1,0,900,0,135,1035,,1,1
"A021227",,,"P",33,0,30920,0,4638,35558,,24,24
"A021228",,,"P",1,0,110,0,16.5,126.5,,1,1
"A021229",,,"P",8,0,640,0,96,736,,1,1
"A021230",,,"P",1,0,60,0,9,69,,1,1
"A021231",,,"P",1,0,4500,0,675,5175,,1,1
"A021232",,,"P",1,0,350,0,52.5,402.5,,1,1
"A021233",,,"P",26,0,25550,0,3832.5,29382.5,,24,24
"A021234",,,"P",38,0,40440,0,6066,46506,,22,22
"A021235",,,"P",35,0,13010,0,1951.5,14961.5,,24,24
"A021236",,,"P",1,0,110,0,16.5,126.5,,1,1
"A021237",,,"P",1,0,1000,0,150,1150,,1,1
"A021238",,,"P",2,0,301.73,0,0,301.73,,2,2
"A021239",,,"P",3,0,1820.92,0,273.14,2094.06,,3,3
"A021240",,,"P",4,0,1510,0,226.5,1736.5,,4,4
"A021241",,,"P",1,0,600,0,90,690,,1,1
"A021242",,,"P",1,0,110,0,16.5,126.5,,1,1
"A021243",,,"P",1,0,823.9,0,0,823.9,,1,1
"A021244",,,"P",1,0,445.5,0,66.83,512.33,,1,1
"A021245",,,"P",1,0,42.41,0,6.36,48.77,,1,1
"A021246",,,"P",202,0,7.37,0,1.11,8.48,,2,2
"A021247",,,"P",200,0,11112.54,0,1666.88,12779.42,,2,2
"A021248",,,"P",3,0,2800,0,420,3220,,3,3
"A021249",,,"P",3,0,7500,0,1125,8625,,3,3
"A021250",,,"P",2,0,83.32,0,0,83.32,,2,2
"A021251",,,"P",40,0,1260.99,0,189.15,1450.14,,1,1
"A021252",,,"P",64,0,58659.84,0,8798.98,67458.82,,1,1
"A021253",,,"P",20,0,630.5,0,94.58,725.08,,1,1
"A021254",,,"P",1,0,138.7,0,20.81,159.51,,1,1
"A021255",,,"P",3,0,9.84,0,1.48,11.32,,1,1
"A021256",,,"P",1,0,41.42,0,6.21,47.63,,1,1
"A021257",,,"P",46,0,3217.84,0,482.68,3700.52,,1,1
"A021258",,,"P",200,0,10670.4,0,1600.56,12270.96,,1,1
"A021259",,,"P",11,0,6170,0,925.5,7095.5,,11,11
"A021260",,,"P",2,0,13.68,0,0,13.68,,1,1
"A021261",,,"P",1,0,305.92,0,45.89,351.81,,1,1
"A021262",,,"P",97,0,936.39,0,140.46,1076.85,,1,1
"A021263",,,"P",1,0,750,0,112.5,862.5,,1,1
"A021264",,,"P",4,0,11800,0,1770,13570,,1,1
"A021265",,,"P",10,0,6190,0,928.5,7118.5,,7,7
"A021266",,,"P",12,0,601.15,0,90.18,691.33,,4,4
"A021267",,,"P",63,0,6668.11,0,1000.21,7668.32,,3,3
"A021268",,,"P",1,0,41.53,0,6.23,47.76,,1,1
"A021269",,,"P",1,0,110,0,16.5,126.5,,1,1
"A021270",,,"P",100,0,0,0,0,0,,1,1
"A021271",,,"P",36,0,1314.99,0,197.25,1512.24,,2,2
"A021272",,,"P",120,0,15083.58,0,2262.54,17346.12,,2,2
"A021273",,,"P",4,0,349.26,0,52.39,401.65,,1,1
"A021274",,,"P",2,0,610.99,0,0,610.99,,2,2
"A021275",,,"P",82,0,2995.25,0,449.29,3444.54,,3,3
"A021276",,,"P",35,0,40680,0,6102,46782,,30,30
"A021277",,,"P",40,0,10500,0,1575,12075,,7,7
"A021278",,,"P",43,0,18305,0,2745.75,21050.75,,28,28
"A021279",,,"P",44,0,26710,0,4006.5,30716.5,,30,30
"A021280",,,"P",45,0,31810,0,4771.5,36581.5,,30,30
"A021281",,,"P",7,0,8300,0,1245,9545,,6,6
"A021282",,,"P",12,0,5650,0,847.5,6497.5,,11,11
"A021283",,,"P",200,0,10670.4,0,1600.56,12270.96,,1,1
"A021284",,,"P",1,0,950,0,142.5,1092.5,,1,1
"A021285",,,"P",236,0,4737.53,0,710.63,5448.16,,1,1
"A021286",,,"P",35,0,10410.92,0,1561.64,11972.56,,1,1
"A021287",,,"P",100,0,0,0,0,0,,1,1
"A021288",,,"P",300,0,31752.93,0,4762.94,36515.87,,3,3
"A021289",,,"P",21,0,5350.08,0,802.51,6152.59,,1,1
"A021290",,,"P",20,0,0,0,0,0,,1,1
"A021291",,,"P",2,0,381.24,0,57.19,438.43,,1,1
"A021292",,,"P",11,0,0,0,0,0,,1,1
"A021293",,,"P",21,0,5350.08,0,802.51,6152.59,,1,1
"A021294",,,"P",5,0,756.31,0,113.45,869.76,,1,1
"A021295",,,"P",1,0,210.82,0,0,210.82,,1,1
"A021296",,,"P",200,0,10670.4,0,1600.56,12270.96,,1,1
"A021297",,,"P",32,0,3927.42,0,589.11,4516.53,,1,1
"A021298",,,"P",5,0,0,0,0,0,,1,1
"A021299",,,"P",1,0,115.64,0,17.35,132.99,,1,1
"A021300",,,"P",78,0,1605.98,0,240.9,1846.88,,1,1
"A021301",,,"P",111,0,25634.42,0,3845.16,29479.58,,2,2
"A021302",,,"P",13,0,3002.23,0,450.33,3452.56,,1,1
"A021303",,,"P",9,0,5244.9,0,786.74,6031.64,,1,1
"A021304",,,"P",5,0,1911.22,0,286.68,2197.9,,1,1
"A021305",,,"P",400,0,24711.86,0,3706.78,28418.64,,1,1
"A021306",,,"P",86,0,0,0,0,0,,1,1
"A021307",,,"P",96,0,3506.64,0,526,4032.64,,3,3
"A021308",,,"P",17,0,2956.47,0,443.47,3399.94,,4,4
"A021309",,,"P",13,0,2157.59,0,323.63,2481.22,,2,2
"A021310",,,"P",1,0,1400,0,210,1610,,1,1
"A021311",,,"P",1,0,226.13,0,33.92,260.05,,1,1
"A021312",,,"P",13,0,6300,0,945,7245,,13,13
"A021313",,,"P",1,0,350,0,52.5,402.5,,1,1
"A021314",,,"P",16,0,0,0,0,0,,1,1
"A021315",,,"P",24,0,876.66,0,131.5,1008.16,,2,2
"A021316",,,"P",1,0,805.97,0,120.9,926.87,,1,1
"A021317",,,"P",1,0,805.97,0,120.9,926.87,,1,1
"A021318",,,"P",2,0,158.21,0,23.73,181.94,,1,1
"A021319",,,"P",1,0,1300,0,195,1495,,1,1
"A021320",,,"P",1,0,950,0,142.5,1092.5,,1,1
"A021321",,,"P",2,0,40.48,0,0,40.48,,2,2
"A021322",,,"P",10,0,896.92,0,134.54,1031.46,,1,1
"A021323",,,"P",200,0,10670.4,0,1600.56,12270.96,,1,1
"A021324",,,"P",108,0,11431.05,0,1714.66,13145.71,,3,3
"A021325",,,"P",102,0,10796,0,1619.4,12415.4,,3,3
"A021326",,,"P",2,0,66.16,0,0,66.16,,2,2
"A021327",,,"P",1,0,20.24,0,0,20.24,,1,1
"A021328",,,"P",12,0,7240,0,1086,8326,,12,12
"A021329",,,"P",1,0,110,0,16.5,126.5,,1,1
"A021330",,,"P",1,0,500,0,75,575,,1,1
"A021331",,,"P",25,0,9300,0,1395,10695,,17,17
"A021332",,,"P",1,0,2600,0,390,2990,,1,1
"A021333",,,"P",2,0,447.39,0,0,447.39,,2,2
"A021334",,,"P",4,0,989.91,0,0,989.91,,4,4
"A021335",,,"P",8,0,4600,0,690,5290,,3,3
"A021336",,,"P",100,0,2496.85,0,374.53,2871.38,,1,1
"A021337",,,"P",4,0,880,0,132,1012,,1,1
"A021338",,,"P",2,0,149.76,0,22.46,172.22,,1,1
"A021339",,,"P",2,0,287.63,0,43.15,330.78,,2,2
"A021340",,,"P",18,0,2726.77,0,409.02,3135.79,,2,2
"A021341",,,"P",5,0,4000,0,600,4600,,1,1
"A021342",,,"P",10,0,1739.1,0,260.87,1999.97,,1,1
"A021343",,,"P",1,0,140,0,21,161,,1,1
"A021344",,,"P",5,0,2540,0,381,2921,,4,4
"A021345",,,"P",1,0,20.24,0,0,20.24,,1,1
"A021346",,,"P",5,0,165.69,0,24.85,190.54,,1,1
"A021347",,,"P",1,0,43.3,0,0,43.3,,1,1
"A021348",,,"P",48,0,1753.32,0,263.01,2016.33,,3,3
"A021349",,,"P",1,0,2600,0,390,2990,,1,1
"A021350",,,"P",3,0,1340,0,201,1541,,3,3
"A021351",,,"P",24,0,449.27,0,67.39,516.66,,2,2
"A021352",,,"P",406,0,8841,0,1326.15,10167.15,,3,3
"A021353",,,"P",6,0,809.48,0,121.42,930.9,,1,1
"A021354",,,"P",2,0,1400,0,210,1610,,1,1
"A021355",,,"P",20,0,10295,0,1544.25,11839.25,,12,12
"B0220","30","RUT","P",44,0,24830,12166.7,0,12663.3,49,37,37
"B0221","30","RUT","P",55,0,10825,5304.25,0,5520.75,49,39,39
"B0222","30","RUT","P",26,0,5555,2721.95,0,2833.05,49,14,14
"B0223","45","RUT","P",126,0,66460,32565.4,0,33894.6,49,37,37
"B0224","40","RUT","P",73,0,19670,8654.8,0,11015.2,44,33,33
"B0225","40","RUT","P",69,0,14290,6287.6,0,8002.4,44,31,31
"B0226","40","RUT","P",59,0,9740,4285.6,0,5454.4,44,21,21
"B0227","40","RUT","P",115,0,56600,27734,0,28866,49,18,18
"B0228","30","RUT","P",48,0,10260,4309.2,0,5950.8,42,33,33
"B0229","30","RUT","P",35,0,4090,1717.8,0,2372.2,42,19,19
"B0230","30","RUT","P",29,0,15700,7693,0,8007,49,22,22
"B0231","60","RUT","P",157,0,122880,63897.6,8847.36,67829.76,52,38,38
"B0232","15","RUT","P",83,0,48430,24699.3,0,23730.7,51,33,33
"B0233","15","RUT","P",74,0,39590,20190.9,0,19399.1,51,36,36
"B0234","15","RUT","P",51,0,25100,12801,0,12299,51,28,28
"B0235","30","RUT","P",102,0,11110,4888.4,0,6221.6,44,37,37
"B0236","30","RUT","P",13,0,840,369.6,0,470.4,44,3,3
"B0237","45","RUT","P",70,0,49075,25519,3533.4,27089.4,52,35,35
"B0238","45","RUT","P",143,0,39330,19271.7,0,20058.3,49,40,40
"B0239","45","RUT","P",109,0,36070,17674.3,0,18395.7,49,38,38
"B0240","45","RUT","P",83,0,45090,22094.1,0,22995.9,49,39,39
"B0241","45","RUT","P",191,0,105900,58245,7148.27,54803.27,55,29,29
"B0242","45","RUT","P",78,0,55140,27018.6,0,28121.4,49,36,36
"B0243","45","RUT","P",119,0,44970,22035.3,0,22934.7,49,38,38
"B0244","45","RUT","P",36,0,15580,7634.2,0,7945.8,49,8,8
"B0245","45","RUT","P",138,0,55310,27101.9,0,28208.1,49,37,37
"B0246","45","RUT","P",69,0,37560,18404.4,0,19155.6,49,36,36
"B0247","45","RUT","P",117,0,33730,16527.7,0,17202.3,49,38,38
"B0248","45","RUT","P",182,0,62150,30453.5,0,31696.5,49,41,41
"B0249","45","RUT","P",103,0,18425,8107,0,10318,44,40,40
"B0250","45","RUT","P",63,0,31190,13723.6,0,17466.4,44,40,40
"B0251","45","RUT","P",17,0,2590,1139.6,0,1450.4,44,9,9
"B0252","30","RUT","P",44,0,22630,11088.7,0,11541.3,49,37,37
"B0253","30","RUT","P",78,0,12455,6102.95,0,6352.05,49,38,38
"B0254","45","RUT","P",90,0,31900,15631,0,16269,49,23,23
"B0255","45","RUT","P",74,0,14750,7227.5,0,7522.5,49,9,9
"B0256","60","RUT","P",153,0,23570,10842.2,0,12727.8,46,35,35
"B0257","60","RUT","P",277,0,33995,15637.7,0,18357.3,46,36,36
"B0258","60","RUT","P",241,0,52710,24246.6,0,28463.4,46,38,38
"B0259","60","RUT","P",101,0,34140,15704.4,0,18435.6,46,34,34
"B0260","60","RUT","P",173,0,25285,11631.1,0,13653.9,46,38,38
"B0261","60","RUT","P",123,0,47490,21845.4,0,25644.6,46,31,31
"B0262","60","RUT","P",95,0,42700,19642,0,23058,46,29,29
"B0263","60","RUT","P",1,0,800,352,0,448,44,1,1
"CAIN000001",,,"P",3,0,3050,0,457.5,3507.5,,3,3
"CAIN000002",,,"P",10,0,3500,0,525,4025,,1,1
"CAIN000003",,,"P",1,0,450,0,67.5,517.5,,1,1
"CAIN000004",,,"P",5,0,11000,0,1650,12650,,1,1
"CAIN000005",,,"P",11,0,1650,0,247.5,1897.5,,1,1
"CAIN000006",,,"P",40,0,12000,0,1800,13800,,1,1
"CAIN000007",,,"P",1100,0,165000,0,24750,189750,,3,3
"CAIN000008",,,"P",1100,0,165000,0,24750,189750,,3,3
"CAIN000009",,,"P",1100,0,165000,0,24750,189750,,3,3
"CAIN000010",,,"P",100,0,12000,0,1800,13800,,1,1
"CAIN000011",,,"P",200,0,36000,0,5400,41400,,1,1
"CAIN000012",,,"P",200,0,36000,0,5400,41400,,1,1
"CAIN000013",,,"P",200,0,36000,0,5400,41400,,1,1
"CAIN000014",,,"P",5,0,17000,0,2550,19550,,2,2
"CAIN000015",,,"P",1,0,160,0,24,184,,1,1
"CAIN000016",,,"P",1,0,2000,0,300,2300,,1,1
"CAIN000017",,,"P",200,0,36000,0,5400,41400,,1,1
"CAIN000018",,,"P",7,0,0,0,0,0,,7,7
"CAIN000019",,,"P",5,0,15800,0,2370,18170,,5,5
"CAIN000020",,,"P",4,0,0,0,0,0,,4,4
"CAIN000021",,,"P",1,0,200,0,30,230,,1,1
"CAIN000022",,,"P",313,0,68860,0,10329,79189,,2,2
"CAIN000023",,,"P",3,0,10200,0,1530,11730,,1,1
"CAIN000024",,,"P",1,0,750,0,112.5,862.5,,1,1
"CAIN000025",,,"P",1,0,2000,0,300,2300,,1,1
"CAIN000026",,,"P",6,0,7513.06,0,1126.96,8640.02,,6,6
"CAIN000027",,,"P",1,0,1400,0,210,1610,,1,1
"CAIN000028",,,"P",331,0,60000,0,9000,69000,,3,3
"CAIN000029",,,"P",40,0,64000,0,9600,73600,,1,1
"CAIN000030",,,"P",2,0,1400,0,210,1610,,1,1
"CAIN000031",,,"P",1,0,200,0,30,230,,1,1
"CAIN000032",,,"P",5,0,11500,0,1725,13225,,3,3
"CAIN000033",,,"P",9,0,20700,0,3105,23805,,2,2
"CAIN000034",,,"P",80,0,72000,0,10800,82800,,2,2
"CAIN000035",,,"P",80,0,72000,0,10800,82800,,2,2
"CAIN000036",,,"P",40,0,24000,0,3600,27600,,1,1
"CAIN000037",,,"P",2,0,1000,0,150,1150,,1,1
"CAIN000038",,,"P",37,0,45500,0,6825,52325,,30,30
"CAIN000039",,,"P",9,0,7600,0,1140,8740,,7,7
"CAIN000040",,,"P",15,0,7340,0,1101,8441,,15,15
"CAIN000041",,,"P",11,0,16080,0,2412,18492,,10,10
"CAIN000042",,,"P",39,0,41190,0,6178.5,47368.5,,28,28
"CAIN000043",,,"P",23,0,22370,0,3355.5,25725.5,,19,19
"CAIN000044",,,"P",5,0,2230,0,334.5,2564.5,,4,4
"CAIN000045",,,"P",32,0,25780,0,3867,29647,,28,28
"CAIN000046",,,"P",5,0,2300,0,345,2645,,4,4
"CAIN000047",,,"P",16,0,6080,0,912,6992,,14,14
"CAIN000048",,,"P",10,0,5980,0,897,6877,,8,8
"CAIN000049",,,"P",6,0,3350,0,502.5,3852.5,,6,6
"CAIN000050",,,"P",1,0,737.8,0,0,737.8,,1,1
"CAIN000051",,,"P",202,0,0,0,0,0,,1,1
"CAIN000052",,,"P",211,0,16292.28,0,2443.85,18736.13,,2,2
"CAIN000053",,,"P",1,0,700,0,105,805,,1,1
"CAIN000054",,,"P",3,0,1800,0,270,2070,,2,2
"CAIN000055",,,"P",1,0,250,0,37.5,287.5,,1,1
"CAIN000056",,,"P",4,0,4400,0,660,5060,,4,4
"CAIN000057",,,"P",55,0,66000,0,9900,75900,,1,1
"CAIN000058",,,"P",22,0,26400,0,3960,30360,,1,1
"CAIN000059",,,"P",11,0,13200,0,1980,15180,,1,1
"CAIN000060",,,"P",10,0,0,0,0,0,,1,1
"CAIN000061",,,"P",1,0,300,0,45,345,,1,1
"CAIN000062",,,"P",102,0,0,0,0,0,,1,1
"CAIN000063",,,"P",1,0,1400,0,210,1610,,1,1
"CAIN000064",,,"P",1,0,1200,0,180,1380,,1,1
"CAIN000065",,,"P",200,0,36000,0,5400,41400,,1,1
"CAIN000066",,,"P",1,0,42.3,0,0,42.3,,1,1
"CAIN000067",,,"P",200,0,36000,0,5400,41400,,1,1
"CAIN000068",,,"P",200,0,10670.4,0,1600.56,12270.96,,1,1
"CAIN000069",,,"P",20,0,1003.2,0,150.48,1153.68,,1,1
"CAIN000070",,,"P",35,0,10374,0,1556.1,11930.1,,1,1
"CAIN000071",,,"P",28,0,12448.8,0,1867.32,14316.12,,1,1
"CAIN000072",,,"P",2,0,1050,0,157.5,1207.5,,2,2
"CAIN000073",,,"P",1,0,1000,0,150,1150,,1,1
"CAIN000074",,,"P",1,0,120,0,18,138,,1,1
"CAIN000075",,,"P",48,0,10077.63,0,1511.65,11589.28,,24,24
"CAIN000076",,,"P",29,0,4805.92,0,720.89,5526.81,,13,14
"CAIN000077",,,"P",1,0,500,0,75,575,,1,1
"CAIN000078",,,"P",1,0,800,0,120,920,,1,1
"CAIN000079",,,"P",59,0,9885.76,0,1482.88,11368.64,,20,20
"CAIN000080",,,"P",57,0,3858.9,0,578.83,4437.73,,14,14
"CAIN000081",,,"P",4,0,1295.27,0,194.29,1489.56,,2,2
"CAIN000082",,,"P",1,0,1600,0,240,1840,,1,1
"CAIN000083",,,"P",1,0,2300,0,345,2645,,1,1
"CAIN000084",,,"P",53,0,8748.18,0,1312.24,10060.42,,28,28
"CAIN000085",,,"P",99,0,2709.38,0,406.41,3115.79,,43,43
"CAIN000086",,,"P",51,0,3431.42,0,514.69,3946.11,,48,48
"CAIN000087",,,"P",95,0,42237,0,6335.55,48572.55,,1,1
"CAIN000088",,,"P",3,0,1350,0,202.5,1552.5,,1,1
"CAIN000089",,,"P",2,0,610,0,91.5,701.5,,2,2
"CAIN000090",,,"P",1,0,42.3,0,0,42.3,,1,1
"CAIN000091",,,"P",3,0,521.73,0,78.27,600,,3,3
"CAIN000092",,,"P",3,0,1329.23,0,199.38,1528.61,,2,2
"CAIN000093",,,"P",32,0,8156,0,1223.38,9379.38,,29,32
"CAIN000094",,,"P",48,0,7566.61,0,1134.97,8701.58,,48,48
"CAIN000095",,,"P",1,0,230,0,34.5,264.5,,1,1
"CAIN000096",,,"P",67,0,5461.84,0,819.28,6281.12,,1,1
"CAIN000097",,,"P",100,0,0,0,0,0,,1,1
"CAIN000098",,,"P",1,0,120,0,18,138,,1,1
"CAIN000099",,,"P",592,0,18662.68,0,2799.4,21462.08,,2,2
"CAIN000100",,,"P",73,0,18267.47,0,2740.16,21007.63,,28,29
"CAIN000101",,,"P",2,0,0,0,0,0,,1,1
"CAIN000102",,,"P",20,0,7212.02,0,1081.81,8293.83,,9,9
"CAIN000103",,,"P",4,0,1269.96,0,190.49,1460.45,,1,1
"CAIN000104",,,"P",2,0,67.46,0,0,67.46,,1,1
"CAIN000105",,,"P",4,0,880,0,132,1012,,1,1
"CAIN000106",,,"P",1,0,33.73,0,0,33.73,,1,1
"CAIN000107",,,"P",2,0,1330,0,199.5,1529.5,,2,2
"CAIN000108",,,"P",1,0,300,0,45,345,,1,1
"CAIN000109",,,"P",1,0,100,0,15,115,,1,1
"CAIN000110",,,"P",1,0,180,0,27,207,,1,1
"CAIN000111",,,"P",1,0,210.82,0,0,210.82,,1,1
"CAIN000112",,,"P",1,0,0,0,0,0,,1,1
"CAIN000113",,,"P",2,0,1450,0,217.5,1667.5,,2,2
"CAIN000114",,,"P",1,0,350,0,52.5,402.5,,1,1
"CAIN000115",,,"P",9,0,1035,0,155.25,1190.25,,7,7
"CAIN000116",,,"P",3,0,1050,0,157.5,1207.5,,1,1
"CAIN000117",,,"P",75,0,45000,0,6750,51750,,1,1
"CAIN000118",,,"P",1,0,1220,0,183,1403,,1,1
"CAIN000119",,,"P",3,0,3300,0,495,3795,,3,3
"CAIN000120",,,"P",13,0,10200,0,1530,11730,,9,9
"CAIN000121",,,"P",1,0,166.94,0,25.04,191.98,,1,1
"CAIN000122",,,"P",60,0,48000,0,7200,55200,,1,1
"CAIN000123",,,"P",2,0,840,0,126,966,,2,2
"CAIN000124",,,"P",5,0,4500,0,675,5175,,2,2
"CAIN000125",,,"P",23,0,5337.11,0,800.57,6137.68,,23,23
"CAIN000126",,,"P",24,0,5700.25,0,855.03,6555.28,,24,24
"CAIN000127",,,"P",24,0,6104.59,0,915.68,7020.27,,23,24
"CAIN000128",,,"P",24,0,7116.38,0,1067.44,8183.82,,23,24
"CAIN000129",,,"P",25,0,5110.19,0,766.52,5876.71,,23,24
"CAIN000130",,,"P",10,0,2131.99,0,319.8,2451.79,,8,8
"CAIN000131",,,"P",200,0,10670.4,0,1600.56,12270.96,,1,1
"CAIN000132",,,"P",1,0,1220,0,183,1403,,1,1
"CAIN000133",,,"P",1,0,1194.9,0,0,1194.9,,1,1
"CAIN000134",,,"P",40,0,10000,0,1500,11500,,2,2
"CAIN000135",,,"P",1,0,1200,0,180,1380,,1,1
"CAIN000136",,,"P",1,0,600,0,90,690,,1,1
"CAIN000137",,,"P",1,0,1600,0,240,1840,,1,1
"CAIN000138",,,"P",1,0,800,0,120,920,,1,1
"CAIN000139",,,"P",41,0,1292.52,0,193.88,1486.4,,1,1
"CAIN000140",,,"P",80,0,0,0,0,0,,1,1
"CAIN000141",,,"P",56,0,33090,0,4963.5,38053.5,,28,28
"CAIN000142",,,"P",23,0,22380,0,3357,25737,,18,18
"CAIN000143",,,"P",62,0,77150,0,11572.5,88722.5,,30,30
"CAIN000144",,,"P",41,0,18535,0,2780.25,21315.25,,30,30
"CAIN000145",,,"P",18,0,7110,0,1066.5,8176.5,,11,11
"CAIN000146",,,"P",2,0,0,0,0,0,,1,1
"CAIN000147",,,"P",1,0,500,0,75,575,,1,1
"CAIN000148",,,"P",87,0,18257.21,0,2738.6,20995.81,,30,30
"CAIN000149",,,"P",65,0,1072.96,0,160.95,1233.91,,4,4
"CAIN000150",,,"P",22,0,1818.92,0,272.84,2091.76,,1,1
"CAIN000151",,,"P",22,0,1621.17,0,243.18,1864.35,,7,7
"CAIN000152",,,"P",36,0,10922.71,0,1638.41,12561.12,,16,17
"CAIN000153",,,"P",40,0,7514.54,0,1127.18,8641.72,,24,24
"CAIN000154",,,"P",41,0,4058.12,0,608.72,4666.84,,24,24
"CAIN000155",,,"P",63,0,6177.64,0,926.65,7104.29,,24,24
"CAIN000156",,,"P",2,0,74.1,0,0,74.1,,2,2
"CAIN000157",,,"P",1,0,650,0,97.5,747.5,,1,1
"CAIN000158",,,"P",1,0,700,0,105,805,,1,1
"CAIN000159",,,"P",2,0,932.32,0,139.85,1072.17,,2,2
"CAIN000160",,,"P",4,0,2800,0,420,3220,,2,2
"CAIN000161",,,"P",1,0,200,0,30,230,,1,1
"CAIN000162",,,"P",100,0,3341.46,0,501.22,3842.68,,1,1
"CAIN000163",,,"P",1,0,800,0,120,920,,1,1
"CAIN000164",,,"P",1,0,1220,0,183,1403,,1,1
"CAIN000165",,,"P",1,0,2400,0,360,2760,,1,1
"CAIN000166",,,"P",2,0,0,0,0,0,,1,1
"CAIN000167",,,"P",2,0,156.86,0,23.53,180.39,,1,1
"CAIN000168",,,"P",19,0,6650,0,997.5,7647.5,,2,2
"CAIN000169",,,"P",3,0,0,0,0,0,,3,3
"CAIN000170",,,"P",170,0,7285.63,0,1092.85,8378.48,,4,4
"CAIN000171",,,"P",1,0,65,0,9.75,74.75,,1,1
"CAIN000172",,,"P",1,0,130,0,19.5,149.5,,1,1
"CAIN000173",,,"P",1,0,51.57,0,0,51.57,,1,1
"CAIN000174",,,"P",1,0,600,0,90,690,,1,1
"CAIN000175",,,"P",1,0,350,0,52.5,402.5,,1,1
"CAIN000176",,,"P",1,0,65,0,9.75,74.75,,1,1
"CAIN000177",,,"P",1,0,700,0,105,805,,1,1
"CAIN000178",,,"P",1,0,1600,0,240,1840,,1,1
"CAIN000179",,,"P",2,0,1400,0,210,1610,,2,2
"CAIN000180",,,"P",200,0,10670.4,0,1600.56,12270.96,,1,1
"CAIN000181",,,"P",100,0,0,0,0,0,,1,1
"CAIN000182",,,"P",1,0,180,0,27,207,,1,1
"CAIN000183",,,"P",60,0,0,0,0,0,,3,3
"CAIN000184",,,"P",20,0,0,0,0,0,,1,1
"CAIN000185",,,"P",500,0,143973.62,0,21596.04,165569.66,,23,23
"CAIN000186",,,"P",170,0,28012.13,0,4201.82,32213.95,,2,2
"CAIN000187",,,"P",200,0,23150.94,0,3472.64,26623.58,,2,2
"CAIN000188",,,"P",3,0,1229.15,0,184.37,1413.52,,1,1
"CAIN000189",,,"P",62,0,10570.16,0,1585.52,12155.68,,4,4
"CAIN000190",,,"P",17,0,656.41,0,98.46,754.87,,1,1
"CAIN000191",,,"P",14,0,847.41,0,127.11,974.52,,3,3
"CAIN000192",,,"P",77,0,6753.73,0,1013.06,7766.79,,1,1
"CAIN000193",,,"P",1,0,47.98,0,7.2,55.18,,1,1
"CAIN000194",,,"P",2,0,679.1,0,101.87,780.97,,1,1
"CAIN000195",,,"P",100,0,16046.64,0,2407,18453.64,,1,1
"CAIN000196",,,"P",4,0,3480,0,522,4002,,3,3
"CAIN000197",,,"P",3,0,14400,0,2160,16560,,2,2
"CAIN000198",,,"P",1,0,500,0,75,575,,1,1
"CAIN000199",,,"P",103,0,22950.36,0,3442.56,26392.92,,2,2
"CAIN000200",,,"P",144,0,31762.45,0,4764.37,36526.82,,2,2
"CAIN000201",,,"P",1,0,848.74,0,127.31,976.05,,1,1
"CI00000001",,,"P",2,0,515,0,0,515,,2,2
"CI00000002",,,"P",2,0,195,0,0,195,,2,2
"CI00000003",,,"P",1,0,180,0,27,207,,1,1
"CI00000004",,,"P",20,0,2250,0,337.5,2587.5,,4,4
"II000001",,,"P",2319732,0,0,0,0,0,0,2778,2778
"JV00000001",,,"P",17,0,5794.65,0,869.21,6663.86,,14,14
